Datum;Tijd;Parameter;Locatie;Waarde;Verwachting;Astronomisch getijden;Eenheid;Windrichting;Windrichting eenheid;Bemonsteringshoogte;Referentievlak;
27-5-2023;00:30:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;IJmuiden Buitenhaven;-49;;;cm;46;graden;-999999999;NAP;
27-5-2023;00:40:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;IJmuiden Buitenhaven;-55;;;cm;44;graden;-999999999;NAP;
27-5-2023;00:50:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;IJmuiden Buitenhaven;-60;;;cm;46;graden;-999999999;NAP;
27-5-2023;01:00:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;IJmuiden Buitenhaven;-66;;;cm;52;graden;-999999999;NAP;
27-5-2023;01:10:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;IJmuiden Buitenhaven;-72;;;cm;55;graden;-999999999;NAP;
27-5-2023;01:20:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;IJmuiden Buitenhaven;-75;;;cm;59;graden;-999999999;NAP;
27-5-2023;01:30:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;IJmuiden Buitenhaven;-78;;;cm;59;graden;-999999999;NAP;
27-5-2023;01:40:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;IJmuiden Buitenhaven;-82;;;cm;58;graden;-999999999;NAP;
27-5-2023;01:50:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;IJmuiden Buitenhaven;-84;;;cm;60;graden;-999999999;NAP;
27-5-2023;02:00:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;IJmuiden Buitenhaven;-86;;;cm;58;graden;-999999999;NAP;
27-5-2023;02:10:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;IJmuiden Buitenhaven;-88;;;cm;58;graden;-999999999;NAP;
27-5-2023;02:20:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;IJmuiden Buitenhaven;-87;;;cm;59;graden;-999999999;NAP;
27-5-2023;02:30:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;IJmuiden Buitenhaven;-87;;;cm;58;graden;-999999999;NAP;
27-5-2023;02:40:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;IJmuiden Buitenhaven;-90;;;cm;60;graden;-999999999;NAP;
27-5-2023;02:50:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;IJmuiden Buitenhaven;-91;;;cm;61;graden;-999999999;NAP;
27-5-2023;03:00:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;IJmuiden Buitenhaven;-88;;;cm;59;graden;-999999999;NAP;
27-5-2023;03:10:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;IJmuiden Buitenhaven;-84;;;cm;62;graden;-999999999;NAP;
27-5-2023;03:20:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;IJmuiden Buitenhaven;-89;;;cm;61;graden;-999999999;NAP;
27-5-2023;03:30:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;IJmuiden Buitenhaven;-92;;;cm;61;graden;-999999999;NAP;
27-5-2023;03:40:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;IJmuiden Buitenhaven;-92;;;cm;63;graden;-999999999;NAP;
27-5-2023;03:50:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;IJmuiden Buitenhaven;-96;;;cm;60;graden;-999999999;NAP;
27-5-2023;04:00:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;IJmuiden Buitenhaven;-100;;;cm;62;graden;-999999999;NAP;
27-5-2023;04:10:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;IJmuiden Buitenhaven;-101;;;cm;61;graden;-999999999;NAP;
27-5-2023;04:20:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;IJmuiden Buitenhaven;-103;;;cm;63;graden;-999999999;NAP;
27-5-2023;04:30:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;IJmuiden Buitenhaven;-105;;;cm;63;graden;-999999999;NAP;
27-5-2023;04:40:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;IJmuiden Buitenhaven;-104;;;cm;59;graden;-999999999;NAP;
27-5-2023;04:50:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;IJmuiden Buitenhaven;-104;;;cm;61;graden;-999999999;NAP;
27-5-2023;05:00:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;IJmuiden Buitenhaven;-107;;;cm;60;graden;-999999999;NAP;
27-5-2023;05:10:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;IJmuiden Buitenhaven;-109;;;cm;61;graden;-999999999;NAP;
27-5-2023;05:20:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;IJmuiden Buitenhaven;-108;;;cm;67;graden;-999999999;NAP;
27-5-2023;05:30:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;IJmuiden Buitenhaven;-106;;;cm;62;graden;-999999999;NAP;
27-5-2023;05:40:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;IJmuiden Buitenhaven;-107;;;cm;61;graden;-999999999;NAP;
27-5-2023;05:50:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;IJmuiden Buitenhaven;-104;;;cm;61;graden;-999999999;NAP;
27-5-2023;06:00:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;IJmuiden Buitenhaven;-99;;;cm;59;graden;-999999999;NAP;
27-5-2023;06:10:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;IJmuiden Buitenhaven;-96;;;cm;59;graden;-999999999;NAP;
27-5-2023;06:20:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;IJmuiden Buitenhaven;-94;;;cm;62;graden;-999999999;NAP;
27-5-2023;06:30:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;IJmuiden Buitenhaven;-88;;;cm;63;graden;-999999999;NAP;
27-5-2023;06:40:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;IJmuiden Buitenhaven;-84;;;cm;67;graden;-999999999;NAP;
27-5-2023;06:50:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;IJmuiden Buitenhaven;-79;;;cm;74;graden;-999999999;NAP;
27-5-2023;07:00:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;IJmuiden Buitenhaven;-71;;;cm;79;graden;-999999999;NAP;
27-5-2023;07:10:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;IJmuiden Buitenhaven;-63;;;cm;84;graden;-999999999;NAP;
27-5-2023;07:20:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;IJmuiden Buitenhaven;-55;;;cm;96;graden;-999999999;NAP;
27-5-2023;07:30:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;IJmuiden Buitenhaven;-45;;;cm;96;graden;-999999999;NAP;
27-5-2023;07:40:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;IJmuiden Buitenhaven;-34;;;cm;90;graden;-999999999;NAP;
27-5-2023;07:50:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;IJmuiden Buitenhaven;-24;;;cm;92;graden;-999999999;NAP;
27-5-2023;08:00:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;IJmuiden Buitenhaven;-13;;;cm;93;graden;-999999999;NAP;
27-5-2023;08:10:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;IJmuiden Buitenhaven;0;;;cm;101;graden;-999999999;NAP;
27-5-2023;08:20:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;IJmuiden Buitenhaven;12;;;cm;88;graden;-999999999;NAP;
27-5-2023;08:30:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;IJmuiden Buitenhaven;21;;;cm;91;graden;-999999999;NAP;
27-5-2023;08:40:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;IJmuiden Buitenhaven;29;;;cm;81;graden;-999999999;NAP;
27-5-2023;08:50:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;IJmuiden Buitenhaven;38;;;cm;87;graden;-999999999;NAP;
27-5-2023;09:00:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;IJmuiden Buitenhaven;45;;;cm;89;graden;-999999999;NAP;
27-5-2023;09:10:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;IJmuiden Buitenhaven;50;;;cm;93;graden;-999999999;NAP;
27-5-2023;09:20:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;IJmuiden Buitenhaven;56;;;cm;85;graden;-999999999;NAP;
27-5-2023;09:30:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;IJmuiden Buitenhaven;61;;;cm;70;graden;-999999999;NAP;
27-5-2023;09:40:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;IJmuiden Buitenhaven;63;;;cm;83;graden;-999999999;NAP;
27-5-2023;09:50:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;IJmuiden Buitenhaven;62;;;cm;80;graden;-999999999;NAP;
27-5-2023;10:00:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;IJmuiden Buitenhaven;66;;;cm;88;graden;-999999999;NAP;
27-5-2023;10:10:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;IJmuiden Buitenhaven;64;;;cm;82;graden;-999999999;NAP;
27-5-2023;10:20:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;IJmuiden Buitenhaven;61;;;cm;77;graden;-999999999;NAP;
27-5-2023;10:30:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;IJmuiden Buitenhaven;62;;;cm;67;graden;-999999999;NAP;
27-5-2023;10:40:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;IJmuiden Buitenhaven;62;;;cm;65;graden;-999999999;NAP;
27-5-2023;10:50:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;IJmuiden Buitenhaven;59;;;cm;73;graden;-999999999;NAP;
27-5-2023;11:00:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;IJmuiden Buitenhaven;56;;;cm;84;graden;-999999999;NAP;
27-5-2023;11:10:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;IJmuiden Buitenhaven;56;;;cm;69;graden;-999999999;NAP;
27-5-2023;11:20:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;IJmuiden Buitenhaven;51;;;cm;69;graden;-999999999;NAP;
27-5-2023;11:30:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;IJmuiden Buitenhaven;46;;;cm;76;graden;-999999999;NAP;
27-5-2023;11:40:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;IJmuiden Buitenhaven;45;;;cm;71;graden;-999999999;NAP;
27-5-2023;11:50:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;IJmuiden Buitenhaven;41;;;cm;76;graden;-999999999;NAP;
27-5-2023;12:00:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;IJmuiden Buitenhaven;35;;;cm;71;graden;-999999999;NAP;
27-5-2023;12:10:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;IJmuiden Buitenhaven;32;;;cm;81;graden;-999999999;NAP;
27-5-2023;12:20:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;IJmuiden Buitenhaven;29;;;cm;80;graden;-999999999;NAP;
27-5-2023;12:30:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;IJmuiden Buitenhaven;23;;;cm;75;graden;-999999999;NAP;
27-5-2023;12:40:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;IJmuiden Buitenhaven;18;;;cm;74;graden;-999999999;NAP;
27-5-2023;12:50:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;IJmuiden Buitenhaven;12;;;cm;81;graden;-999999999;NAP;
27-5-2023;13:00:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;IJmuiden Buitenhaven;5;;;cm;79;graden;-999999999;NAP;
27-5-2023;13:10:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;IJmuiden Buitenhaven;0;;;cm;76;graden;-999999999;NAP;
27-5-2023;13:20:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;IJmuiden Buitenhaven;-5;;;cm;77;graden;-999999999;NAP;
27-5-2023;13:30:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;IJmuiden Buitenhaven;-12;;;cm;75;graden;-999999999;NAP;
27-5-2023;13:40:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;IJmuiden Buitenhaven;-19;;;cm;78;graden;-999999999;NAP;
27-5-2023;13:50:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;IJmuiden Buitenhaven;-22;;;cm;72;graden;-999999999;NAP;
27-5-2023;14:00:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;IJmuiden Buitenhaven;-26;;;cm;86;graden;-999999999;NAP;
27-5-2023;14:10:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;IJmuiden Buitenhaven;-32;;;cm;85;graden;-999999999;NAP;
27-5-2023;14:20:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;IJmuiden Buitenhaven;-36;;;cm;78;graden;-999999999;NAP;
27-5-2023;14:30:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;IJmuiden Buitenhaven;-39;;;cm;85;graden;-999999999;NAP;
27-5-2023;14:40:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;IJmuiden Buitenhaven;-42;;;cm;84;graden;-999999999;NAP;
27-5-2023;14:50:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;IJmuiden Buitenhaven;-47;;;cm;83;graden;-999999999;NAP;
27-5-2023;15:00:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;IJmuiden Buitenhaven;-50;;;cm;79;graden;-999999999;NAP;
27-5-2023;15:10:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;IJmuiden Buitenhaven;-53;;;cm;73;graden;-999999999;NAP;
27-5-2023;15:20:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;IJmuiden Buitenhaven;-56;;;cm;86;graden;-999999999;NAP;
27-5-2023;15:30:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;IJmuiden Buitenhaven;-59;;;cm;78;graden;-999999999;NAP;
27-5-2023;15:40:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;IJmuiden Buitenhaven;-63;;;cm;72;graden;-999999999;NAP;
27-5-2023;15:50:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;IJmuiden Buitenhaven;-66;;;cm;70;graden;-999999999;NAP;
27-5-2023;16:00:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;IJmuiden Buitenhaven;-68;;;cm;79;graden;-999999999;NAP;
27-5-2023;16:10:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;IJmuiden Buitenhaven;-72;;;cm;77;graden;-999999999;NAP;
27-5-2023;16:20:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;IJmuiden Buitenhaven;-76;;;cm;74;graden;-999999999;NAP;
27-5-2023;16:30:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;IJmuiden Buitenhaven;-78;;;cm;72;graden;-999999999;NAP;
27-5-2023;16:40:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;IJmuiden Buitenhaven;-80;;;cm;79;graden;-999999999;NAP;
27-5-2023;16:50:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;IJmuiden Buitenhaven;-81;;;cm;81;graden;-999999999;NAP;
27-5-2023;17:00:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;IJmuiden Buitenhaven;-81;;;cm;82;graden;-999999999;NAP;
27-5-2023;17:10:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;IJmuiden Buitenhaven;-83;;;cm;60;graden;-999999999;NAP;
27-5-2023;17:20:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;IJmuiden Buitenhaven;-86;;;cm;67;graden;-999999999;NAP;
27-5-2023;17:30:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;IJmuiden Buitenhaven;-86;;;cm;82;graden;-999999999;NAP;
27-5-2023;17:40:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;IJmuiden Buitenhaven;-85;;;cm;76;graden;-999999999;NAP;
27-5-2023;17:50:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;IJmuiden Buitenhaven;-86;;;cm;72;graden;-999999999;NAP;
27-5-2023;18:00:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;IJmuiden Buitenhaven;-84;;;cm;58;graden;-999999999;NAP;
27-5-2023;18:10:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;IJmuiden Buitenhaven;-83;;;cm;56;graden;-999999999;NAP;
27-5-2023;18:20:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;IJmuiden Buitenhaven;-82;;;cm;67;graden;-999999999;NAP;
27-5-2023;18:30:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;IJmuiden Buitenhaven;-81;;;cm;67;graden;-999999999;NAP;
27-5-2023;18:40:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;IJmuiden Buitenhaven;-78;;;cm;54;graden;-999999999;NAP;
27-5-2023;18:50:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;IJmuiden Buitenhaven;-76;;;cm;66;graden;-999999999;NAP;
27-5-2023;19:00:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;IJmuiden Buitenhaven;-74;;;cm;62;graden;-999999999;NAP;
27-5-2023;19:10:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;IJmuiden Buitenhaven;-72;;;cm;64;graden;-999999999;NAP;
27-5-2023;19:20:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;IJmuiden Buitenhaven;-68;;;cm;56;graden;-999999999;NAP;
27-5-2023;19:30:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;IJmuiden Buitenhaven;-64;;;cm;59;graden;-999999999;NAP;
27-5-2023;19:40:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;IJmuiden Buitenhaven;-60;;;cm;29;graden;-999999999;NAP;
27-5-2023;19:50:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;IJmuiden Buitenhaven;-55;;;cm;23;graden;-999999999;NAP;
27-5-2023;20:00:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;IJmuiden Buitenhaven;-47;;;cm;23;graden;-999999999;NAP;
27-5-2023;20:10:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;IJmuiden Buitenhaven;-42;;-1;cm;26;graden;-999999999;NAP;
27-5-2023;20:20:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;IJmuiden Buitenhaven;-35;;5;cm;19;graden;-999999999;NAP;
27-5-2023;20:30:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;IJmuiden Buitenhaven;-28;;11;cm;19;graden;-999999999;NAP;
27-5-2023;20:40:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;IJmuiden Buitenhaven;-22;;16;cm;8;graden;-999999999;NAP;
27-5-2023;20:50:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;IJmuiden Buitenhaven;-17;;21;cm;8;graden;-999999999;NAP;
27-5-2023;21:00:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;IJmuiden Buitenhaven;-8;;25;cm;9;graden;-999999999;NAP;
27-5-2023;21:10:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;IJmuiden Buitenhaven;-1;5;29;cm;;graden;-999999999;NAP;
27-5-2023;21:20:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;IJmuiden Buitenhaven;;14;32;cm;;graden;;;
27-5-2023;21:30:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;IJmuiden Buitenhaven;;20;35;cm;;graden;;;
27-5-2023;21:40:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;IJmuiden Buitenhaven;;26;37;cm;;graden;;;
27-5-2023;21:50:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;IJmuiden Buitenhaven;;30;39;cm;;graden;;;
27-5-2023;22:00:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;IJmuiden Buitenhaven;;34;40;cm;;graden;;;
27-5-2023;22:10:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;IJmuiden Buitenhaven;;36;40;cm;;graden;;;
